service_number,customer_name,date_key,amount,kurs,inner_group,subgroup,subgroup1,product_name,partner,type
R2100051,Vidio.com,202312,-877464955,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200233,Telkom Sigma,202210,0,IDR,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2200233,Telkom Sigma,202211,0,IDR,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2200233,Telkom Sigma,202212,0,IDR,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2200233,Telkom Sigma,202201,0,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200233,Telkom Sigma,202202,0,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200233,Telkom Sigma,202203,0,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200233,Telkom Sigma,202204,0,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200233,Telkom Sigma,202205,0,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200233,Telkom Sigma,202206,-214822581,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200233,Telkom Sigma,202207,-329822581,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200233,Telkom Sigma,202208,-359500000,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200233,Telkom Sigma,202209,-359500000,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200233,Telkom Sigma,202210,-359500000,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200233,Telkom Sigma,202211,-359500000,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200233,Telkom Sigma,202212,-359500000,IDR,CDN & Security,Revenue,Revenue,Telin Internet Security (Genie Platform),Genie,YTD
R2200442,Bank Indonesia,202201,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200442,Bank Indonesia,202202,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200442,Bank Indonesia,202203,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200442,Bank Indonesia,202204,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200442,Bank Indonesia,202205,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200442,Bank Indonesia,202206,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200442,Bank Indonesia,202207,19167375,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200442,Bank Indonesia,202208,19167375,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200442,Bank Indonesia,202209,19167375,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200442,Bank Indonesia,202210,19167375,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200442,Bank Indonesia,202211,19167375,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200442,Bank Indonesia,202212,19167375,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2200498,Garuda Indonesia,202201,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200498,Garuda Indonesia,202202,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200498,Garuda Indonesia,202203,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200498,Garuda Indonesia,202204,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200498,Garuda Indonesia,202205,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200498,Garuda Indonesia,202206,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200498,Garuda Indonesia,202207,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200498,Garuda Indonesia,202208,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200498,Garuda Indonesia,202209,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200498,Garuda Indonesia,202210,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200498,Garuda Indonesia,202211,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200498,Garuda Indonesia,202212,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2200770,PT Media Andalan Nusa,202201,0,IDR,CDN & Security,Revenue,Revenue,Network Protection (Genie),Genie,YTD
R2300288,Sumbersolusindo Hitech,202207,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300288,Sumbersolusindo Hitech,202208,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300288,Sumbersolusindo Hitech,202209,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300288,Sumbersolusindo Hitech,202210,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300288,Sumbersolusindo Hitech,202211,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300288,Sumbersolusindo Hitech,202212,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202201,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202202,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202203,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202204,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202205,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202206,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202207,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202208,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202209,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202210,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202211,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300513,Bank Mandiri,202212,0,IDR,CDN & Security,Revenue,Revenue,CDN Global Security Solution,CDN Global Security Solution,YTD
R2300734,Ruang Guru,202201,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300734,Ruang Guru,202202,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300734,Ruang Guru,202203,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300734,Ruang Guru,202204,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300734,Ruang Guru,202205,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300734,Ruang Guru,202206,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300734,Ruang Guru,202207,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300734,Ruang Guru,202208,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300734,Ruang Guru,202209,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300734,Ruang Guru,202210,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300734,Ruang Guru,202211,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2300734,Ruang Guru,202212,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2100575,Telkom DIT,202308,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100575,Telkom DIT,202309,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100575,Telkom DIT,202310,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100575,Telkom DIT,202311,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2100575,Telkom DIT,202312,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202301,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202302,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202303,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202304,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202305,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202306,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202307,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202308,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202309,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202310,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202311,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200255,Kementrian Kesehatan,202312,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2200316,UseeTV,202301,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2200316,UseeTV,202302,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2200316,UseeTV,202303,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2200316,UseeTV,202304,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2200316,UseeTV,202305,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2200316,UseeTV,202306,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2200316,UseeTV,202307,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2200316,UseeTV,202308,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2200316,UseeTV,202309,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2200316,UseeTV,202310,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2200316,UseeTV,202311,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2200316,UseeTV,202312,0,IDR,CDN & Security,Revenue,Revenue,CDN (Conversant - Customer Domestik),Conversant,YTD
R2202096,BPJS Ketenagakerjaan,202302,-52878980,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202096,BPJS Ketenagakerjaan,202303,-52878980,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202096,BPJS Ketenagakerjaan,202304,-52878980,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202096,BPJS Ketenagakerjaan,202305,-52878980,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202096,BPJS Ketenagakerjaan,202306,-52878980,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202096,BPJS Ketenagakerjaan,202307,-52878980,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202096,BPJS Ketenagakerjaan,202308,-52878980,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202096,BPJS Ketenagakerjaan,202309,-52878980,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202096,BPJS Ketenagakerjaan,202310,-52878980,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202096,BPJS Ketenagakerjaan,202311,-52878980,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202096,BPJS Ketenagakerjaan,202312,-52878980,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202301,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202302,-158473689,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202303,-166814410,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202304,-166814410,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202305,-166814410,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202306,-166814410,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202307,-166814409,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202308,-166814409,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202309,-166814409,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202310,-166814409,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202311,-166814409,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202098,BPJS Ketenagakerjaan,202312,-166814409,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202301,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202302,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202303,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202304,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202305,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202306,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202307,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202308,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202309,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202310,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202311,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
R2202148,Telkom DDBT,202312,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Akamai,Akamai,YTD
E2000656,Universitas Gadjah Mada,202101,0,IDR,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
E2000656,Universitas Gadjah Mada,202102,0,IDR,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
E2000656,Universitas Gadjah Mada,202103,0,IDR,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
E2000656,Universitas Gadjah Mada,202104,0,IDR,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
E2000656,Universitas Gadjah Mada,202105,0,IDR,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
E2000656,Universitas Gadjah Mada,202106,0,IDR,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
E2000656,Universitas Gadjah Mada,202107,0,IDR,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
E2000656,Universitas Gadjah Mada,202108,0,IDR,CDN & Security,COE,Direct Cost,CDN Sales Conversant,Conversant,YTD
R2200539,Telkom DES,202201,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200539,Telkom DES,202202,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200539,Telkom DES,202203,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200539,Telkom DES,202204,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200539,Telkom DES,202205,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200539,Telkom DES,202206,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200539,Telkom DES,202207,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200539,Telkom DES,202208,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200539,Telkom DES,202209,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200539,Telkom DES,202210,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200539,Telkom DES,202211,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2200539,Telkom DES,202212,0,IDR,CDN & Security,Revenue,Revenue,Web Performance Conversant,Conversant,YTD
R2201360,Tempo,202201,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201360,Tempo,202202,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201360,Tempo,202203,0,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201360,Tempo,202204,-10970000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201360,Tempo,202205,-32910000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201360,Tempo,202206,-43880000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201360,Tempo,202207,-54850000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201360,Tempo,202208,-65820000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201360,Tempo,202209,-76790000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201360,Tempo,202210,-76790000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201360,Tempo,202211,-76790000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
R2201360,Tempo,202212,-76790000,IDR,CDN & Security,Revenue,Revenue,CDN Sales Akamai,Akamai,YTD
